scenario_id,outer_id,repeat,fold,inner_cv,scoring,refit,tuning_engine,candidate_count,best_inner_r2,elapsed_seconds,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
C_BMP_DM_all_features,6,2,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.51979634841154,29.230296850204468,7,0.7,1,2,100
C_BMP_DM_all_features,7,2,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4824649649005221,30.366379737854004,10,sqrt,1,5,150
C_BMP_DM_all_features,8,2,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5529014899456663,29.798219680786133,7,sqrt,1,2,150
C_BMP_DM_all_features,9,2,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.6014167877679567,30.597284078598022,10,sqrt,1,2,50
C_BMP_DM_all_features,10,2,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.530224235421708,29.720019578933716,7,0.7,1,2,50
C_BMP_DM_all_features,11,3,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4797582230916042,29.996808767318726,7,0.7,1,5,100
C_BMP_DM_all_features,12,3,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.47535962819452526,29.913121461868286,7,sqrt,2,2,150
C_BMP_DM_all_features,13,3,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5124733774263369,29.51588201522827,7,sqrt,1,2,150
C_BMP_DM_all_features,14,3,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5572428017295193,29.580382585525513,,sqrt,1,2,50
C_BMP_DM_all_features,15,3,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5135302775750603,29.79348134994507,7,sqrt,2,5,50
C_BMP_DM_all_features,16,4,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4717031817387268,28.98908042907715,10,sqrt,2,2,50
C_BMP_DM_all_features,17,4,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5388710304355279,29.359931468963623,7,sqrt,1,2,50
C_BMP_DM_all_features,18,4,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5816164597501384,29.950571060180664,7,0.7,1,10,50
C_BMP_DM_all_features,19,4,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.556342322852563,29.5536892414093,7,sqrt,1,2,100
C_BMP_DM_all_features,20,4,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5171467671108563,29.643998384475708,,sqrt,1,5,150
C_BMP_DM_all_features,21,5,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5498240236827044,29.919371843338013,5,sqrt,1,2,100
C_BMP_DM_all_features,22,5,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.4784952284116408,30.403313875198364,5,sqrt,1,10,150
C_BMP_DM_all_features,23,5,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5163658256204635,30.375081300735474,10,sqrt,1,2,150
C_BMP_DM_all_features,24,5,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5364280236197854,29.28186869621277,,sqrt,1,5,100
C_BMP_DM_all_features,25,5,5,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.6037881612155488,29.534503698349,10,0.7,4,2,100
C_BMP_DM_all_features,26,6,1,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5367309688979532,29.691011905670166,7,0.7,1,2,150
C_BMP_DM_all_features,27,6,2,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5183286835220287,29.609880685806274,,sqrt,2,5,50
C_BMP_DM_all_features,28,6,3,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5334944915433908,30.31953477859497,,sqrt,1,2,150
C_BMP_DM_all_features,29,6,4,"KFold(n_splits=5, shuffle=True, random_state=42)",r2,True,complete_grid_prefix_forest_equivalent,216,0.5205883645514456,31.028220176696777,5,sqrt,1,2,50
